ID|英文|日本語訳|チャンク1|チャンク2|チャンク3|チャンク4
2034|I don't want to waste my youth working in a job that makes me unhappy. So, I'm going to take a break for a year.|不幸になるような仕事をして青春を無駄にしたくありません。だから、1年間休みを取るつもりです。|I don't want to waste^Subject + Verb^core^私は無駄にしたくない|my youth^Object^core^私の青春を|working in a job^Participle^modifier^仕事で働きながら|that makes me unhappy.^Relative Clause^modifier^私を不幸にする
2035|The identification of what your problems are is the very first step in the process of improving anything.|何が問題なのかを特定することは、何かを改善するプロセスの最初の一歩です。|The identification^Subject^core^特定することは|of what your problems are^Prepositional Phrase^modifier^あなたの問題が何であるかの|is the very first step^Verb + Complement^core^まさに最初のステップだ|in the process^Prepositional Phrase^modifier^プロセスにおいて
2036|I've been told that this shirt is really expensive because it was woven in Italy using some special technique.|このシャツはイタリアで特別な技術を使って織られたため、とても高価だと聞きました。|I've been told^Subject + Verb (Passive)^core^私は教えられた|that this shirt is really expensive^Object (Clause)^core^このシャツが本当に高いと|because^Conjunction^connector^なぜなら|it was woven^Subject + Verb (Passive)^core^それは織られたからだ
2037|The saltiness of the meat really contrasts with the sweetness of the sauce. I think it's delicious.|肉の塩気がソースの甘みと実によく対比しています。とても美味しいと思います。|The saltiness of the meat^Subject^core^肉の塩気が|really contrasts^Verb^core^本当によく対比している|with the sweetness of the sauce.^Prepositional Phrase^modifier^ソースの甘さと|I think^Subject + Verb^core^私は思う
2038|This famous musician says that music can liberate your mind from anxiety and other problems.|この有名なミュージシャンは、音楽は不安やその他の問題から心を解放してくれると言っています。|This famous musician says^Subject + Verb^core^この有名な音楽家は言う|that music can liberate^Subject + Verb^core^音楽は解放できると|your mind^Object^core^あなたの心を|from anxiety and other problems.^Prepositional Phrase^modifier^不安や他の問題から
2039|Machine learning software is often defined as a program whose performance improves with experience.|機械学習ソフトウェアは、経験とともにパフォーマンスが向上するプログラムとして定義されることがよくあります。|Machine learning software^Subject^core^機械学習ソフトは|is often defined^Verb (Passive)^core^しばしば定義される|as a program^Prepositional Phrase^modifier^プログラムとして|whose performance improves^Relative Clause^modifier^その性能が向上する
2040|I saw a computer simulation of a magnitude 8.0 earthquake and it was quite graphic.|マグニチュード8.0の地震のコンピュータシミュレーションを見ましたが、かなり生々しいものでした。|I saw^Subject + Verb^core^私は見た|a computer simulation^Object^core^コンピュータシミュレーションを|of a magnitude 8.0 earthquake^Prepositional Phrase^modifier^M8.0の地震の|and^Conjunction^connector^そして
2041|Above all, we need to remember to focus on our game plan rather than react to what our opponents do.|何よりもまず、相手の動きに反応するのではなく、自分たちのゲームプランに集中することを忘れてはいけません。|Above all,^Adverb^modifier^何よりもまず|we need to remember^Subject + Verb^core^我々は覚えておく必要がある|to focus^Infinitive^modifier^集中することを|on our game plan^Prepositional Phrase^modifier^我々のゲームプランに
2042|This book is composed of many different topics, so it's hard to figure out where to start.|この本は多くの異なるトピックで構成されているため、どこから始めればよいか分かりにくいです。|This book is composed^Subject + Verb (Passive)^core^この本は構成されている|of many different topics,^Prepositional Phrase^modifier^多くの異なるトピックで|so^Conjunction^connector^だから|it's hard^Subject + Verb + Complement^core^それは難しい
2043|Even though Japan has experienced many earthquakes, it's still not easy to predict when the next one will come.|日本は多くの地震を経験してきましたが、次の地震がいつ来るかを予測するのは未だに容易ではありません。|Even though^Conjunction^connector^～だけれども|Japan has experienced^Subject + Verb^core^日本は経験してきた|many earthquakes,^Object^core^多くの地震を|it's still not easy^Subject + Verb + Complement^core^依然として簡単ではない
2044|I'm not sure your question pertains to the topic being discussed. So, we can chat about that later.|あなたの質問が議論されているトピックに関連しているか分かりません。なので、それについては後で話しましょう。|I'm not sure^Subject + Verb + Complement^core^私は確信がない|your question pertains^Subject + Verb^core^あなたの質問が関連しているか|to the topic^Prepositional Phrase^modifier^そのトピックに|being discussed.^Participle^modifier^議論されている
2045|Neural bypass technology could help people with paralyzed limbs regain control of movement.|神経バイパス技術は、手足が麻痺した人々が運動制御を取り戻すのを助ける可能性があります。|Neural bypass technology^Subject^core^神経バイパス技術は|could help^Verb^core^助けるかもしれない|people with paralyzed limbs^Object^core^手足が麻痺した人々が|regain control^Infinitive (Base Form)^core^制御を取り戻すのを
